SightingDate	fullLocation	StateText	2013
2/9/13 18:25	Rocklin, California	California	59738
2/9/13 21:42	Pacifica, California	California	38606
2/9/14 18:00	Rockville, Maryland	Maryland	64072
3/1/13 20:01	Houston, Texas	Texas	2195914
3/1/13 21:00	Palmer, Alaska	Alaska	6461
3/1/14 21:10	Davie, Florida	Florida	96830
3/10/13 15:45	Glendale, California	California	196021
3/10/13 21:30	New Washington, Ohio	Ohio	944
3/10/14 07:20	Alpharetta, Georgia	Georgia	62298
3/10/14 20:00	Richmond, Indiana	Indiana	36345
3/10/14 20:15	Sutherlin, Oregon	Oregon	7746
3/11/13 18:00	Tuscaloosa, Alabama	Alabama	95334
3/11/13 20:18	Corona, California	California	159503
3/12/14 06:25	Sonoma, California	California	10892
3/12/14 09:30	Woodinville, Washington	Washington	11318
3/12/14 22:20	Sunrise, Florida	Florida	90116
3/13/13 01:30	Tucson, Arizona	Arizona	526116
3/13/13 20:48	Merced, California	California	81102
3/13/14 13:35	Jupiter, Florida	Florida	58298
3/14/13 20:30	Tucson, Arizona	Arizona	526116
3/15/13 20:00	Woodstock, Georgia	Georgia	26890
3/15/13 23:30	Gloucester, Massachusetts	Massachusetts	29393
3/15/14 07:45	Fontana, California	California	203003
3/16/13 20:15	Oswego, New York	New York	18126
3/16/14 00:05	Charlotte, North Carolina	North Carolina	792862
3/16/14 07:00	Shreveport, Louisiana	Louisiana	200327
3/16/14 20:10	Birmingham, Alabama	Alabama	212113
3/16/14 22:00	Philadelphia, Pennsylvania	Pennsylvania	1553165
3/17/14 20:35	Clearwater, Florida	Florida	109703
3/18/14 23:40	Olathe, Kansas	Kansas	131885
3/2/13 19:00	Montrose, Colorado	Colorado	19015
3/2/13 21:00	Los Angeles, California	California	3884307
3/2/14 02:00	Elizabeth, Indiana	Indiana	161
3/2/14 04:30	Riverdale, Georgia	Georgia	15537
3/2/14 17:00	Golden Meadow, Louisiana	Louisiana	2071
3/2/14 22:00	Niles, Michigan	Michigan	11430
3/20/13 20:45	Bellingham, Washington	Washington	82631
3/20/14 19:50	Clarkston, Washington	Washington	7355
3/21/14 22:00	Kirkland, Washington	Washington	84430
3/22/13 03:00	Alhambra, California	California	84577
4/8/14 20:00	Fillmore, California	California	15255
4/8/14 21:35	Greencastle, Pennsylvania	Pennsylvania	4040
4/9/13 21:45	San Francisco, California	California	837442
4/9/14 21:30	Florence, Kentucky	Kentucky	31423
5/1/13 10:10	Grass Valley, California	California	12793
5/1/14 20:05	Lynchburg, Virginia	Virginia	78014
5/1/14 21:55	Rosedale, Mississippi	Mississippi	1817
5/10/13 20:45	Norwalk, California	California	106589
5/10/14 20:55	Owasso, Oklahoma	Oklahoma	32472
5/10/14 21:00	Monrovia, Indiana	Indiana	1300
5/10/14 22:00	Harrisville, Michigan	Michigan	477
5/10/14 23:25	Covington, Louisiana	Louisiana	9352
5/11/13 19:00	Chandler, Arizona	Arizona	249146
5/11/13 21:25	Bandon, Oregon	Oregon	3057
5/11/14 22:00	Springfield, Tennessee	Tennessee	16659
5/11/14 22:50	Pittsburgh, Pennsylvania	Pennsylvania	305841
5/12/13 22:00	San Diego, California	California	1355896
5/12/13 22:30	Rockford, Illinois	Illinois	150251
5/13/13 22:00	Portland, Oregon	Oregon	609456
5/13/14 02:00	Anchorage, Alaska	Alaska	300950
5/13/14 05:03	Louisburg, North Carolina	North Carolina	3488
5/13/14 21:57	Galesburg, Michigan	Michigan	2028
5/14/14 12:15	Spirit Lake, Idaho	Idaho	2001
5/14/14 20:00	Bend, Oregon	Oregon	81236
5/15/14 20:55	Byron, Georgia	Georgia	4798
5/15/14 22:25	Hermitage, Pennsylvania	Pennsylvania	16190
5/16/13 10:20	Richmond, Kentucky	Kentucky	32550
5/16/14 21:47	San Fernando, California	California	24220
5/16/14 22:05	Massillon, Ohio	Ohio	32183
5/17/13 21:51	Colorado Springs, Colorado	Colorado	439886
5/18/13 20:10	Bellingham, Washington	Washington	82631
5/18/13 20:45	Moore, Oklahoma	Oklahoma	58414
5/18/14 20:33	Atlanta, Georgia	Georgia	447841
5/18/14 21:15	Trinidad, California	California	360
5/19/13 21:30	Lakeside, Oregon	Oregon	1680
5/2/13 19:45	Gillette, Wyoming	Wyoming	31797
5/2/14 20:40	San Diego, California	California	1355896
5/2/14 21:30	Camden, Tennessee	Tennessee	3621
5/2/14 22:40	Iron Gate, Virginia	Virginia	389
5/20/13 21:25	Oceanside, California	California	172794
5/20/13 21:35	Delray Beach, Florida	Florida	64072
5/20/14 00:00	Madisonville, Kentucky	Kentucky	19791
5/20/14 04:15	Rupert, West Virginia	West Virginia	940
5/20/14 16:15	Tampa, Florida	Florida	352957
5/20/14 23:26	Idaho Falls, Idaho	Idaho	58292
5/21/14 00:00	Tigard, Oregon	Oregon	50444
5/22/14 13:30	Billings, Montana	Montana	109059
5/22/14 21:30	Mammoth Lakes, California	California	8073
5/23/13 03:30	Morrisville, Vermont	Vermont	2030
5/23/14 23:10	Greeneville, Tennessee	Tennessee	15020
5/24/13 20:45	Palm Bay, Florida	Florida	104898
5/24/14 21:20	Bradenton, Florida	Florida	51763
5/25/13 21:20	Tucson, Arizona	Arizona	526116
5/25/13 23:00	Springfield, Ohio	Ohio	59357
5/25/14 09:00	Kalamazoo, Michigan	Michigan	75548
5/25/14 23:00	Methuen, Massachusetts	Massachusetts	48514
5/26/13 20:00	Peoria, Arizona	Arizona	162592
5/26/13 20:30	Kent, Washington	Washington	124435
5/26/13 21:00	Dayton, Ohio	Ohio	143355
5/26/13 22:10	Galveston, Texas	Texas	48733
5/26/13 22:14	Deltona, Florida	Florida	86290
5/26/14 01:08	Cedar Rapids, Iowa	Iowa	128429
5/26/14 17:30	Henderson, Nevada	Nevada	270811
5/27/13 02:30	Houghton, Michigan	Michigan	7650
5/27/13 11:20	Stanton, Kentucky	Kentucky	2722
5/27/13 21:18	North Tonawanda, New York	New York	31097
5/29/14 21:30	Indianapolis, Indiana	Indiana	843393
5/3/13 21:15	Huntington Beach, California	California	197575
5/3/14 00:00	Myrtle Beach, South Carolina	South Carolina	29175
5/3/14 21:45	Parkersburg, West Virginia	West Virginia	31186
2/20/14 06:50	Wilmington, Delaware	Delaware	71525
2/21/14 21:00	Orlando, Florida	Florida	255483
2/21/14 23:46	Oakland, California	California	406253
2/22/13 07:20	Buffalo, New York	New York	258959
2/22/13 22:00	San Diego, California	California	1355896
2/22/14 20:20	Beaverton, Oregon	Oregon	93542
2/22/14 22:17	Minnetonka, Minnesota	Minnesota	51368
2/22/14 22:30	Tunkhannock, Pennsylvania	Pennsylvania	1799
2/24/13 18:20	Addison, Illinois	Illinois	37385
2/24/13 18:37	Wilkes-Barre, Pennsylvania	Pennsylvania	41108
2/24/14 21:35	Smithsburg, Maryland	Maryland	2998
2/25/14 22:00	Phoenix, Arizona	Arizona	1513367
2/26/13 03:00	East Stroudsburg, Pennsylvania	Pennsylvania	9780
2/26/13 21:05	Brawley, California	California	25558
2/26/14 01:30	Mesa, Arizona	Arizona	457587
2/27/13 17:00	Oakley, California	California	38194
2/27/14 19:45	Clayton, Georgia	Georgia	2234
2/28/14 09:30	Rochester, New York	New York	210358
2/3/13 17:00	Houma, Louisiana	Louisiana	34040
2/3/13 20:00	Fort Payne, Alabama	Alabama	14136
2/4/13 14:30	Austin, Texas	Texas	885400
2/4/13 18:00	Conover, North Carolina	North Carolina	8236
2/4/14 21:58	Huntington, West Virginia	West Virginia	49177
2/5/13 16:30	Spokane Valley, Washington	Washington	91113
2/6/13 19:00	Placerville, California	California	10464
2/6/13 21:50	Plainfield, Illinois	Illinois	41734
2/6/14 18:30	Las Vegas, Nevada	Nevada	603488
2/7/14 01:40	Laconia, New Hampshire	New Hampshire	16010
2/7/14 20:55	Rochester, New York	New York	210358
2/8/14 06:00	Manchester, New Hampshire	New Hampshire	110378
2/8/14 22:30	New York, New York	New York	8405837
2/9/13 01:50	Boulder, Colorado	Colorado	103166
2/9/13 06:35	Columbia, South Carolina	South Carolina	133358
3/10/14 00:30	Montevallo, Alabama	Alabama	6575
3/10/14 21:00	Cook, Minnesota	Minnesota	572
3/12/14 23:21	Arlington, Texas	Texas	379577
3/13/13 01:00	Florien, Louisiana	Louisiana	635
3/13/13 22:15	Pottstown, Pennsylvania	Pennsylvania	22562
3/13/14 22:20	Henderson, Nevada	Nevada	270811
3/14/13 18:45	Dallas, Texas	Texas	1257676
3/14/14 21:00	Gainesville, Florida	Florida	127488
3/15/14 00:00	Chester Heights, Pennsylvania	Pennsylvania	2553
3/15/14 19:23	Fullerton, California	California	138981
3/15/14 20:15	Littleton, Colorado	Colorado	44275
3/15/14 22:00	Ankeny, Iowa	Iowa	51567
3/16/13 05:10	North Pole, Alaska	Alaska	2214
3/16/13 23:30	Wasilla, Alaska	Alaska	8621
3/16/14 02:20	Fresno, California	California	509924
3/18/14 21:25	Massillon, Ohio	Ohio	32183
3/19/14 21:45	Sanford, Florida	Florida	56002
3/19/14 23:15	Conway, South Carolina	South Carolina	19300
3/19/14 23:30	Issaquah, Washington	Washington	33566
3/2/13 21:55	Edwardsville, Illinois	Illinois	24663
3/2/14 21:25	Jacksonville, North Carolina	North Carolina	69079
3/20/13 21:10	Bremerton, Washington	Washington	39056
3/22/13 19:53	Alexandria, Virginia	Virginia	148892
3/22/13 19:58	Millsboro, Delaware	Delaware	4060
3/22/14 21:00	Flat Rock, North Carolina	North Carolina	3222
3/23/13 20:06	San Jose, California	California	998537
3/23/14 16:00	Gunnison, Colorado	Colorado	5873
3/23/14 20:00	Portland, Oregon	Oregon	609456
3/24/14 03:15	Arlington, Texas	Texas	379577
3/24/14 21:39	Poplar, Montana	Montana	859
3/25/14 16:00	Manchester, Tennessee	Tennessee	10261
3/25/14 23:30	Springfield, Massachusetts	Massachusetts	153703
3/26/13 05:15	Bangor, Maine	Maine	32673
3/26/13 06:15	North Port, Florida	Florida	59212
3/26/14 23:45	Charleston, South Carolina	South Carolina	127999
2/23/13 19:45	Glendale, Arizona	Arizona	234632
2/23/14 19:55	Victorville, California	California	121096
2/24/13 18:00	Marion, Indiana	Indiana	29558
2/25/13 00:02	Fresno, California	California	509924
2/25/13 15:30	Las Vegas, Nevada	Nevada	603488
2/25/14 23:35	Frederick, Maryland	Maryland	66893
2/26/13 06:00	Liverpool, New York	New York	2315
2/27/13 19:00	Wichita Falls, Texas	Texas	104898
2/27/13 21:00	Santa Ana, California	California	334227
2/27/13 22:30	Dunn, North Carolina	North Carolina	9758
2/27/14 00:00	Benton, Missouri	Missouri	104
2/27/14 02:24	Waynesburg, Pennsylvania	Pennsylvania	4117
2/28/14 01:00	Claremore, Oklahoma	Oklahoma	19032
2/28/14 20:35	Evansville, Indiana	Indiana	120310
2/28/14 22:45	Vancouver, Washington	Washington	167405
2/3/13 18:15	Santa Cruz, California	California	62864
2/3/13 20:20	Hollywood, Florida	Florida	146526
2/4/13 18:00	Whitney, Texas	Texas	2083
2/4/13 19:36	Nashua, New Hampshire	New Hampshire	87137
2/4/13 19:36	Remsen, New York	New York	503
2/4/14 00:00	Puyallup, Washington	Washington	38609
2/6/13 09:50	Plainfield, Illinois	Illinois	41734
2/6/13 20:00	Miami, Florida	Florida	417650
2/7/14 19:00	Houma, Louisiana	Louisiana	34040
2/8/13 22:45	Chicago, Illinois	Illinois	2718782
2/8/14 01:00	Louisville, Ohio	Ohio	9156
2/8/14 03:00	Arlington, Wisconsin	Wisconsin	820
2/9/14 20:15	Mandeville, Louisiana	Louisiana	12193
2/9/14 20:32	Maricopa, Arizona	Arizona	45508
3/1/14 20:00	Sacramento, California	California	479686
3/1/14 21:45	Miami, Florida	Florida	417650
3/1/14 23:15	Rock Hill, South Carolina	South Carolina	69103
3/10/14 05:00	Ormond Beach, Florida	Florida	38661
3/10/14 21:00	Mesa, Arizona	Arizona	457587
3/12/13 02:00	Natchez, Mississippi	Mississippi	15513
3/12/13 23:05	Greer, South Carolina	South Carolina	27167
3/12/14 09:00	Southfield, Michigan	Michigan	73006
3/12/14 19:30	Anaheim, California	California	345012
3/13/13 19:00	Gurnee, Illinois	Illinois	31284
3/13/14 21:00	Bremerton, Washington	Washington	39056
3/14/13 20:40	Garden Grove, California	California	175140
3/15/13 02:00	Grand Terrace, California	California	12337
3/15/13 11:45	Eureka, California	California	26913
3/15/13 20:34	Cape Coral, Florida	Florida	165831
3/16/13 08:35	Knoxville, Tennessee	Tennessee	183270
3/16/13 21:30	Gilbert, Arkansas	Arkansas	27
3/16/14 00:15	Beaverton, Oregon	Oregon	93542
3/16/14 01:25	Sweetwater, Tennessee	Tennessee	5899
3/17/13 00:16	Escondido, California	California	148738
3/17/13 00:50	Cranston, Rhode Island	Rhode Island	80566
3/17/13 21:30	Tampa, Florida	Florida	352957
3/18/13 23:35	Colorado Springs, Colorado	Colorado	439886
3/18/14 16:15	Wildomar, California	California	33620
3/18/14 20:35	Clermont, Florida	Florida	30033
3/19/14 00:40	Aurora, Colorado	Colorado	345803
3/19/14 06:00	Stamford, Connecticut	Connecticut	126456
3/19/14 19:00	Oroville, California	California	16061
3/2/13 16:00	Princeton, Minnesota	Minnesota	4694
3/2/13 20:00	San Jose, California	California	998537
3/2/14 18:00	Modesto, California	California	204933
3/2/14 22:30	Sunrise, Florida	Florida	90116
3/20/13 04:00	Shelby, Iowa	Iowa	624
3/20/14 18:00	Potterville, Michigan	Michigan	2610
3/20/14 19:00	Patterson, Louisiana	Louisiana	6112
3/20/14 22:00	Bowling Green, Kentucky	Kentucky	61488
3/21/13 21:00	Cotulla, Texas	Texas	4022
3/21/14 20:30	Apache Junction, Arizona	Arizona	37130
3/22/13 09:00	Watervliet, Michigan	Michigan	1711
3/22/13 20:00	Nashua, New Hampshire	New Hampshire	87137
12/6/13 21:00	Panama City Beach, Florida	Florida	12064
12/7/13 02:22	Laguna Beach, California	California	23250
12/7/13 07:16	Summerville, South Carolina	South Carolina	46074
12/7/13 18:30	Vacaville, California	California	94275
12/7/13 22:00	Napa, California	California	79068
12/9/13 06:16	Thornton, Colorado	Colorado	127359
2/1/13 23:00	Grand Junction, Colorado	Colorado	59778
2/1/14 18:50	Gresham, Oregon	Oregon	109397
2/1/14 20:33	Huntington, West Virginia	West Virginia	49177
2/1/14 21:00	Richmond, Virginia	Virginia	214114
2/13/13 03:00	Elizabeth, New Jersey	New Jersey	127558
2/13/13 19:20	Houston, Texas	Texas	2195914
2/13/13 21:00	Raeford, North Carolina	North Carolina	4882
2/13/14 12:00	Colorado Springs, Colorado	Colorado	439886
2/13/14 19:07	Parker, Arizona	Arizona	3073
2/14/13 21:10	Pasadena, California	California	139731
2/14/13 22:45	Cornersville, Tennessee	Tennessee	1205
2/14/14 21:45	Raleigh, North Carolina	North Carolina	431746
2/14/14 21:45	Santa Cruz, California	California	62864
2/15/13 03:40	Antioch, California	California	107100
2/16/13 21:15	Golden Valley, Minnesota	Minnesota	20845
2/16/14 23:00	Surprise, Arizona	Arizona	123546
2/17/13 12:00	Forest Grove, Oregon	Oregon	22419
2/17/14 11:00	Bowie, Maryland	Maryland	56759
2/17/14 18:30	Milwaukie, Oregon	Oregon	20512
2/18/14 02:22	Danville, California	California	43341
2/19/13 19:00	Lexington, South Carolina	South Carolina	19576
2/19/14 18:15	Raleigh, North Carolina	North Carolina	431746
2/19/14 20:30	Maricopa, Arizona	Arizona	45508
2/2/14 19:35	Highland, California	California	54291
2/2/14 20:30	Thatcher, Arizona	Arizona	4957
2/2/14 20:47	West Palm Beach, Florida	Florida	102436
2/2/14 22:00	Billings, Montana	Montana	109059
2/21/13 22:00	Germantown, Ohio	Ohio	5524
2/21/14 01:49	Scottsville, Virginia	Virginia	591
2/21/14 18:00	Lansdale, Pennsylvania	Pennsylvania	16408
2/21/14 20:00	Kennett Square, Pennsylvania	Pennsylvania	6129
2/22/13 23:30	Eastvale, California	California	55191
2/22/14 11:00	Fresno, California	California	509924
2/22/14 19:15	Thurmond, West Virginia	West Virginia	5
2/22/14 19:40	Manchester, New Hampshire	New Hampshire	110378
2/22/14 22:10	Harpers Ferry, West Virginia	West Virginia	290
2/23/13 17:20	Phillips, Wisconsin	Wisconsin	1425
2/23/13 18:57	Whittier, California	California	86635
2/23/13 21:30	Palmer, Alaska	Alaska	6461
2/23/14 18:05	Parker, Colorado	Colorado	48608
2/24/13 06:28	Bakersfield, California	California	363630
2/24/14 21:25	Philadelphia, Pennsylvania	Pennsylvania	1553165
2/25/13 05:30	Columbus, Ohio	Ohio	822553
2/25/13 13:00	McKinney, Texas	Texas	148559
2/26/13 08:30	Woodville, Texas	Texas	2513
2/26/14 04:30	Taunton, Massachusetts	Massachusetts	56069
2/26/14 19:58	El Cajon, California	California	102211
2/26/14 20:00	Washington Court House, Ohio	Ohio	14095
2/27/14 19:30	Butler, Indiana	Indiana	2681
2/28/13 13:00	San Diego, California	California	1355896
2/28/13 21:30	Wichita Falls, Texas	Texas	104898
2/5/14 19:00	Mobile, Alabama	Alabama	194899
2/5/14 19:30	Mesa, Arizona	Arizona	457587
2/5/14 21:00	Moreno Valley, California	California	201175
2/6/14 18:43	Idaho Falls, Idaho	Idaho	58292
2/7/13 20:56	Bellevue, Washington	Washington	133992
2/7/14 21:00	Apex, North Carolina	North Carolina	42214
2/8/14 18:00	Chesapeake, Virginia	Virginia	230571
2/8/14 18:10	New York, New York	New York	8405837
2/8/14 20:00	Glendale, Arizona	Arizona	234632
2/8/14 23:30	Coral Springs, Florida	Florida	126604
3/22/14 01:00	Coral Springs, Florida	Florida	126604
3/22/14 22:00	Fairfax, Virginia	Virginia	23973
3/22/14 22:10	Meridian, Idaho	Idaho	83596
3/23/13 09:00	Citrus Heights, California	California	85285
3/23/13 19:59	Ithaca, New York	New York	30515
3/23/14 06:00	Greensboro, North Carolina	North Carolina	279639
3/24/14 18:00	Mesa, Arizona	Arizona	457587
3/25/14 01:00	Caledonia, Michigan	Michigan	1557
3/26/14 22:00	Clayton, North Carolina	North Carolina	17694
3/27/13 21:00	Buhl, Idaho	Idaho	4214
3/27/13 23:27	Columbia, Tennessee	Tennessee	35558
3/27/13 23:41	Chicago, Illinois	Illinois	2718782
3/27/14 05:55	Newport, Kentucky	Kentucky	15382
3/27/14 06:40	Coward, South Carolina	South Carolina	751
3/28/13 23:30	Antioch, California	California	107100
3/28/14 22:00	Fresno, California	California	509924
3/29/13 20:42	Greenbrier, Arkansas	Arkansas	5111
3/29/13 21:00	Rochester, Minnesota	Minnesota	110742
3/29/13 21:30	Chesapeake, Virginia	Virginia	230571
3/29/13 23:30	Yonkers, New York	New York	199766
3/29/14 23:53	Santa Rosa, California	California	171990
3/3/13 01:00	Culpeper, Virginia	Virginia	17145
3/3/14 19:30	Wellington, Florida	Florida	60202
3/30/13 15:00	Los angeles, California	California	3884307
3/30/13 16:05	San Diego, California	California	1355896
3/30/13 22:00	Aurora, Colorado	Colorado	345803
3/31/13 03:00	Muncie, Indiana	Indiana	70316
3/31/14 01:00	Abbeville, Louisiana	Louisiana	12440
3/31/14 23:50	Phoenix, Arizona	Arizona	1513367
3/4/13 20:30	Westfield, Massachusetts	Massachusetts	41301
3/4/14 22:00	Turlock, California	California	70365
3/5/14 18:34	Fort Lauderdale, Florida	Florida	172389
3/5/14 20:30	St. Helens, Oregon	Oregon	13060
3/7/13 11:11	Wenatchee, Washington	Washington	32701
3/7/13 23:09	Pittsburg, Kansas	Kansas	20398
3/7/14 00:10	Washington Court House, Ohio	Ohio	14095
3/7/14 15:47	Mountain Brook, Alabama	Alabama	20359
3/7/14 18:52	Layton, Utah	Utah	70790
3/8/14 20:30	Cumming, Georgia	Georgia	5613
3/9/13 00:00	Columbus, Ohio	Ohio	822553
3/9/13 01:15	Coeur d'Alene, Idaho	Idaho	46402
3/9/13 20:40	Redondo Beach, California	California	67815
3/9/13 23:05	Merced, California	California	81102
4/1/13 21:25	Brookston, Indiana	Indiana	1546
4/1/13 22:00	Elizabethtown, Kentucky	Kentucky	29948
4/1/14 00:24	Boynton Beach, Florida	Florida	71097
4/1/14 20:10	Keene, New Hampshire	New Hampshire	23419
4/1/14 22:00	Auburn, New York	New York	27381
4/10/14 21:00	Kingstree, South Carolina	South Carolina	3231
4/10/14 21:00	North Port, Florida	Florida	59212
4/10/14 21:00	Oshkosh, Wisconsin	Wisconsin	66778
4/10/14 21:00	Riverdale, Illinois	Illinois	13624
4/11/13 01:00	Burbank, California	California	104709
4/11/14 00:30	Tacoma, Washington	Washington	203446
4/11/14 19:00	Willits, California	California	4828
4/11/14 21:30	Ketchikan, Alaska	Alaska	8214
4/12/13 23:45	Austin, Texas	Texas	885400
4/12/14 10:00	Simi Valley, California	California	126181
4/12/14 21:05	Centerville, Ohio	Ohio	23965
4/12/14 21:10	Quincy, Massachusetts	Massachusetts	93494
4/12/14 21:21	Cedar Rapids, Iowa	Iowa	128429
4/13/13 11:40	Charlotte, North Carolina	North Carolina	792862
4/13/13 20:15	Norfolk, Virginia	Virginia	246139
4/13/13 21:00	Kenmore, Washington	Washington	21611
4/13/13 22:00	Paragon, Indiana	Indiana	659
4/13/13 23:30	Chicago, Illinois	Illinois	2718782
4/13/14 02:00	Orlando, Florida	Florida	255483
4/13/14 23:00	Salinas, California	California	155662
4/14/13 20:07	Rockledge, Pennsylvania	Pennsylvania	2553
3/22/14 01:00	Hamilton, Ohio	Ohio	62258
3/22/14 01:54	Windsor, California	California	27243
3/23/13 00:00	Shelbyville, Indiana	Indiana	19253
3/24/14 19:40	Bemidji, Minnesota	Minnesota	14435
3/25/14 02:00	Barberton, Ohio	Ohio	26337
3/25/14 14:00	Richmond, Virginia	Virginia	214114
3/26/13 20:00	Santa Fe, New Mexico	New Mexico	69976
3/26/14 05:30	Greenville, South Carolina	South Carolina	61397
3/26/14 23:30	Irwin, Pennsylvania	Pennsylvania	3918
3/27/14 05:20	Homer, New York	New York	3249
3/28/13 15:33	Lincolnton, North Carolina	North Carolina	10743
3/29/13 21:20	Chesapeake, Virginia	Virginia	230571
3/29/14 02:00	Rockland, Maine	Maine	7209
3/3/13 16:10	Medford, Massachusetts	Massachusetts	57170
3/30/13 20:20	Charlottesville, Virginia	Virginia	44349
3/30/13 20:57	Lakewood, Washington	Washington	59097
3/30/13 21:00	Tyler, Texas	Texas	100223
3/30/14 22:00	Cumming, Georgia	Georgia	5613
3/30/14 22:00	Edinboro, Pennsylvania	Pennsylvania	6610
3/31/13 13:10	Irvine, California	California	236716
3/31/13 20:30	Jackson, Michigan	Michigan	33423
3/31/14 00:25	Tampa, Florida	Florida	352957
3/31/14 02:30	Wasilla, Alaska	Alaska	8621
3/31/14 03:00	Chattanooga, Tennessee	Tennessee	173366
3/31/14 11:52	Rio Rancho, New Mexico	New Mexico	91956
3/31/14 23:15	Seattle, Washington	Washington	652405
3/4/13 18:00	Houston, Texas	Texas	2195914
3/5/14 17:00	Sarasota, Florida	Florida	53326
3/6/13 19:50	St. Petersburg, Florida	Florida	249688
3/6/14 02:00	Windom, Kansas	Kansas	131
3/7/14 20:45	Boynton Beach, Florida	Florida	71097
3/8/13 21:00	Spokane, Washington	Washington	210721
3/8/13 21:02	Alliance, Ohio	Ohio	22213
3/9/13 02:30	Hartford, Connecticut	Connecticut	125017
3/9/13 21:22	Boise, Idaho	Idaho	214237
3/9/14 20:00	Inver Grove Heights, Minnesota	Minnesota	34344
3/9/14 20:00	Sunrise, Florida	Florida	90116
4/1/13 17:00	Colorado Springs, Colorado	Colorado	439886
4/1/13 20:31	San Jose, California	California	998537
4/1/14 23:00	Port St. Lucie, Florida	Florida	171016
4/10/13 12:00	Medford, Massachusetts	Massachusetts	57170
4/11/14 15:05	Phoenix, Arizona	Arizona	1513367
4/12/13 13:00	Fernley, Nevada	Nevada	19193
4/12/13 17:40	Provo, Utah	Utah	116288
4/12/14 21:30	Las Cruces, New Mexico	New Mexico	101324
4/12/14 21:30	Richfield, Minnesota	Minnesota	36175
4/12/14 22:20	El Paso, Texas	Texas	674433
4/12/14 22:23	Huntertown, Indiana	Indiana	5313
4/12/14 22:26	Woodbury, Tennessee	Tennessee	2723
4/13/13 20:00	Bourbonnais, Illinois	Illinois	18583
4/13/13 20:30	Holmen, Wisconsin	Wisconsin	9423
4/13/14 00:24	Sterling Heights, Michigan	Michigan	131224
4/13/14 01:45	Orlando, Florida	Florida	255483
4/13/14 02:00	Benson, Arizona	Arizona	5005
4/13/14 21:00	Merced, California	California	81102
4/13/14 23:22	Hillsboro, Oregon	Oregon	97368
4/14/13 00:00	Kingston, New York	New York	23731
4/14/14 20:00	West Hollywood, California	California	35288
4/14/14 23:00	Burlington, Washington	Washington	8499
4/14/14 23:00	Vancouver, Washington	Washington	167405
4/15/14 00:00	Portland, Oregon	Oregon	609456
4/15/14 01:15	Denver, Colorado	Colorado	649495
4/15/14 03:40	Torrington, Connecticut	Connecticut	35611
4/15/14 14:30	Glendale, Arizona	Arizona	234632
4/15/14 21:15	Morrisville, North Carolina	North Carolina	21932
4/15/14 23:00	Miamisburg, Ohio	Ohio	20129
4/16/13 00:00	Ramsey, Minnesota	Minnesota	24935
4/16/13 22:00	Townsend, Montana	Montana	1952
4/16/14 14:10	Huntsville, Alabama	Alabama	186254
4/16/14 20:00	Denton, Texas	Texas	123099
2/9/13 00:00	Decatur, Georgia	Georgia	20086
2/9/13 22:55	Seattle, Washington	Washington	652405
2/9/14 02:00	Jacksonville, Florida	Florida	842583
2/9/14 12:00	Vineland, New Jersey	New Jersey	61050
3/1/13 05:33	Richmond, Virginia	Virginia	214114
3/1/13 19:30	Wichita Falls, Texas	Texas	104898
3/1/13 22:05	Virginia Beach, Virginia	Virginia	448479
3/10/13 22:35	Leesburg, Georgia	Georgia	2969
3/10/14 04:00	Terre Haute, Indiana	Indiana	61025
3/10/14 14:45	Bristol, Tennessee	Tennessee	26626
3/11/13 22:45	Ormond Beach, Florida	Florida	38661
3/11/14 06:30	Garden Grove, California	California	175140
3/11/14 06:35	Boulder, Colorado	Colorado	103166
3/11/14 20:25	Mauldin, South Carolina	South Carolina	24525
3/11/14 22:20	Lakeland, Florida	Florida	100710
3/11/14 22:30	Sunrise, Florida	Florida	90116
3/12/13 22:00	Port Orange, Florida	Florida	57203
3/12/14 03:00	Issaquah, Washington	Washington	33566
3/13/14 20:55	Perkasie, Pennsylvania	Pennsylvania	8515
3/14/13 02:00	Santa Fe, New Mexico	New Mexico	69976
3/14/14 21:30	Philipsburg, Pennsylvania	Pennsylvania	2708
3/15/13 20:45	Dyersburg, Tennessee	Tennessee	17002
3/15/14 23:00	Davie, Florida	Florida	96830
3/16/13 23:20	Wasilla, Alaska	Alaska	8621
3/16/13 23:48	St. Louis Park, Minnesota	Minnesota	47411
3/16/14 00:40	Hayden, Idaho	Idaho	13681
3/17/14 06:57	Taylorsville, Utah	Utah	60519
3/18/14 03:00	Berwyn, Illinois	Illinois	56758
3/19/13 03:06	Inola, Oklahoma	Oklahoma	1817
3/19/13 23:00	North Olmsted, Ohio	Ohio	32292
3/2/13 19:07	Akron, Ohio	Ohio	198100
3/20/13 00:00	Petaluma, California	California	59440
3/20/13 21:30	Naples, Florida	Florida	20537
3/20/14 20:30	Coconut Creek, Florida	Florida	56792
3/20/14 22:00	Kissimmee, Florida	Florida	65173
3/21/14 15:20	Virginia Beach, Virginia	Virginia	448479
3/21/14 19:15	Kennesaw, Georgia	Georgia	32001
3/21/14 21:30	Folsom, California	California	73098
3/22/14 07:00	Winchester, Kentucky	Kentucky	18383
3/22/14 20:45	Philadelphia, Pennsylvania	Pennsylvania	1553165
3/23/13 09:10	Richmond, Virginia	Virginia	214114
3/23/13 09:11	Mason, Ohio	Ohio	31282
3/23/13 20:30	Manassas, Virginia	Virginia	41705
3/23/13 22:34	Seattle, Washington	Washington	652405
