SightingDate	fullLocation	StateText	2013
5/16/14 21:55	Norcross, Georgia	Georgia	16131
5/17/13 21:15	Bellport, New York	New York	2083
5/17/14 02:30	Daytona Beach, Florida	Florida	62316
5/17/14 09:45	Emerald Isle, North Carolina	North Carolina	3714
5/17/14 21:00	Villa Rica, Georgia	Georgia	14452
5/18/13 21:01	Chesterton, Indiana	Indiana	13315
5/18/13 21:24	Virginia Beach, Virginia	Virginia	448479
5/18/13 23:00	Evansville, Indiana	Indiana	120310
5/18/14 21:00	Nason, Illinois	Illinois	232
5/19/13 19:15	Burgaw, North Carolina	North Carolina	4049
5/19/13 19:30	Surprise, Arizona	Arizona	123546
5/19/14 21:00	Altamonte Springs, Florida	Florida	42150
5/2/14 11:00	Shreveport, Louisiana	Louisiana	200327
5/20/14 22:00	Mill Creek, Washington	Washington	18828
5/21/13 21:00	Cumming, Georgia	Georgia	5613
5/21/14 21:45	Sabina, Ohio	Ohio	2549
5/22/13 11:30	Sherman, Texas	Texas	39296
5/22/13 17:39	Sacramento, California	California	479686
5/22/14 01:00	Smithsburg, Maryland	Maryland	2998
5/24/13 23:00	Capitol heights, Maryland	Maryland	4476
5/24/14 22:00	Mukwonago, Wisconsin	Wisconsin	7494
5/24/14 23:13	San Bernardino, California	California	213708
5/25/13 00:10	Folly Beach, South Carolina	South Carolina	2708
5/25/13 08:29	Purcell, Oklahoma	Oklahoma	6339
5/25/13 22:00	Portville, New York	New York	996
5/25/13 23:00	Youngstown, Ohio	Ohio	65184
5/25/14 21:28	Boca Raton, Florida	Florida	89407
5/26/13 03:45	Orange, California	California	139969
5/26/13 22:00	Green Island, New York	New York	2619
5/26/13 22:00	Panama City Beach, Florida	Florida	12064
5/26/13 22:10	Mundelein, Illinois	Illinois	31395
6/6/14 03:25	Waterloo, Iowa	Iowa	68366
6/6/14 15:30	Clearlake, California	California	14985
6/6/14 21:00	Smyrna, Tennessee	Tennessee	43060
6/7/14 21:10	Manville, New Jersey	New Jersey	10424
6/7/14 23:05	Sumner, Washington	Washington	9589
6/8/13 20:00	Ephrata, Pennsylvania	Pennsylvania	13516
6/8/13 21:30	Salem, Massachusetts	Massachusetts	42544
6/8/14 00:00	Kettering, Ohio	Ohio	55870
6/8/14 10:15	Orlando, Florida	Florida	255483
6/8/14 18:50	La Grande, Oregon	Oregon	13074
6/9/13 00:35	Greeley, Colorado	Colorado	96539
6/9/13 22:00	Lynchburg, Virginia	Virginia	78014
7/1/13 03:05	Madison, Wisconsin	Wisconsin	243344
7/1/14 19:39	Middletown, Ohio	Ohio	48630
7/1/14 23:00	Allentown, Pennsylvania	Pennsylvania	118577
7/10/13 00:05	Ogilvie, Minnesota	Minnesota	361
7/10/13 21:45	Elk Grove, California	California	161007
7/10/14 23:00	Miamisburg, Ohio	Ohio	20129
7/11/14 22:50	Pittsburgh, Pennsylvania	Pennsylvania	305841
7/12/13 21:00	Garland, Texas	Texas	234566
7/12/13 21:08	Gulf Shores, Alabama	Alabama	10765
7/12/14 21:00	Austin, Texas	Texas	885400
7/12/14 21:00	Pearland, Texas	Texas	100065
7/12/14 21:00	Richmond, Texas	Texas	11863
7/12/14 21:12	Austin, Texas	Texas	885400
7/12/14 21:25	Kutztown, Pennsylvania	Pennsylvania	5008
7/13/13 17:00	Ellensburg, Washington	Washington	18363
7/13/13 19:30	Oak Grove, Louisiana	Louisiana	1699
7/13/13 21:45	Norfolk, Virginia	Virginia	246139
7/13/13 21:50	New Castle, Pennsylvania	Pennsylvania	22748
7/13/13 23:00	Missoula, Montana	Montana	69122
7/13/13 23:00	Plano, Texas	Texas	274409
7/13/14 21:00	Donalds, South Carolina	South Carolina	346
7/13/14 22:30	Keene, New Hampshire	New Hampshire	23419
7/14/13 14:33	Lafayette, Tennessee	Tennessee	4811
7/14/13 22:50	Goodlettsville, Tennessee	Tennessee	16813
7/14/14 20:45	Tarkio, Missouri	Missouri	1517
7/15/13 07:00	Taft, California	California	8978
7/15/13 23:30	Nevada, Missouri	Missouri	8280
7/15/14 21:45	Hampton, Georgia	Georgia	7104
7/15/14 21:45	Portland, Oregon	Oregon	609456
7/15/14 22:46	Lakeville, Minnesota	Minnesota	58562
7/16/13 11:00	Shasta Lake, California	California	10139
7/16/14 05:00	Dixon, Missouri	Missouri	1556
7/16/14 10:00	Locust Grove, Georgia	Georgia	5648
7/16/14 21:28	North Myrtle Beach, South Carolina	South Carolina	14827
7/16/14 23:00	Kuna, Idaho	Idaho	16532
7/17/13 21:00	Snohomish, Washington	Washington	9401
7/18/13 21:00	Surfside Beach, South Carolina	South Carolina	4119
7/18/13 22:32	Platteville, Wisconsin	Wisconsin	11384
7/18/13 23:00	Circleville, Ohio	Ohio	13444
7/18/14 21:00	Evansville, Indiana	Indiana	120310
7/18/14 21:13	Salem, Ohio	Ohio	12130
7/19/13 21:00	Roseville, California	California	127035
7/19/14 05:00	Topeka, Kansas	Kansas	127679
7/19/14 22:00	Carmel, Indiana	Indiana	85927
7/19/14 22:30	Grand Rapids, Michigan	Michigan	192294
7/2/14 03:00	Lancaster, California	California	159523
7/2/14 06:00	Miamisburg, Ohio	Ohio	20129
7/2/14 22:00	Wagner, South Dakota	South Dakota	1573
7/20/13 21:49	Lockport, New York	New York	20870
7/20/13 22:02	Seattle, Washington	Washington	652405
7/20/14 22:00	Bakersfield, California	California	363630
7/20/14 23:55	Chicago, Illinois	Illinois	2718782
7/21/13 22:30	Murfreesboro, Tennessee	Tennessee	117044
7/21/14 20:30	Cocoa beach, Florida	Florida	11325
7/22/14 23:59	Aurora, Colorado	Colorado	345803
7/23/13 14:57	Moreno Valley, California	California	201175
7/23/13 16:00	Canton, Ohio	Ohio	72535
7/24/13 21:35	Toledo, Iowa	Iowa	2276
5/29/13 23:37	Cody, Wyoming	Wyoming	9833
5/3/13 01:05	Seattle, Washington	Washington	652405
5/3/13 13:30	West Jordan, Utah	Utah	110077
5/3/14 21:00	Hialeah, Florida	Florida	233394
5/3/14 22:02	Henderson, Nevada	Nevada	270811
5/3/14 22:20	Thomasville, North Carolina	North Carolina	26968
5/3/14 23:11	Mckinney, Texas	Texas	148559
5/30/14 00:30	Spokane, Washington	Washington	210721
5/30/14 19:00	Fresno, California	California	509924
5/31/13 09:00	Henderson, Nevada	Nevada	270811
5/31/13 10:00	Green Island, New York	New York	2619
5/31/13 21:45	Fresno, California	California	509924
5/31/14 21:40	San Mateo, California	California	101128
5/31/14 21:50	Coeur d'Alene, Idaho	Idaho	46402
5/31/14 22:00	Elgin, Illinois	Illinois	110145
5/31/14 23:05	Warren, Michigan	Michigan	134873
5/4/13 02:45	Bremerton, Washington	Washington	39056
5/4/13 03:00	Reno, Nevada	Nevada	233294
5/4/13 20:30	Florissant, Missouri	Missouri	52363
5/4/13 21:30	Baldwinsville, New York	New York	7464
5/4/14 21:30	Waterloo, Wisconsin	Wisconsin	3355
5/5/13 19:20	Lafayette, Louisiana	Louisiana	124276
5/5/13 21:10	Boca Raton, Florida	Florida	89407
5/5/14 03:20	Byron, Georgia	Georgia	4798
5/6/13 00:00	Princeton, Texas	Texas	7732
5/6/14 20:35	Gadsden, Alabama	Alabama	36542
5/7/13 22:00	Coatesville, Pennsylvania	Pennsylvania	13133
5/7/13 23:30	Albany, Oregon	Oregon	51583
5/8/14 17:00	Franklin, Indiana	Indiana	24194
5/9/14 03:00	Redmond, Washington	Washington	57530
6/1/13 01:30	Cloverdale, California	California	8738
6/1/13 21:15	Fithian, Illinois	Illinois	480
6/1/13 21:20	Purcellville, Virginia	Virginia	8606
6/1/13 22:00	Franklin, Indiana	Indiana	24194
6/1/13 23:50	Long Beach, California	California	469428
6/1/14 20:45	Gilbert, Arizona	Arizona	229972
6/1/14 21:10	Portland, Oregon	Oregon	609456
6/1/14 22:25	Waterbury, Connecticut	Connecticut	109676
6/10/13 22:30	Toledo, Ohio	Ohio	282313
6/10/14 03:30	Eagan, Minnesota	Minnesota	65453
6/10/14 23:00	North Myrtle Beach, South Carolina	South Carolina	14827
6/11/13 22:00	Ravenna, Ohio	Ohio	11556
6/12/13 21:45	North Myrtle Beach, South Carolina	South Carolina	14827
6/12/14 04:45	Wartrace, Tennessee	Tennessee	647
6/13/13 16:30	San Luis Obispo, California	California	46377
6/13/14 15:00	Lafayette, Louisiana	Louisiana	124276
6/13/14 22:45	Battle Ground, Washington	Washington	18305
6/14/13 22:05	Springfield, Illinois	Illinois	117006
6/14/13 23:00	Fairborn, Ohio	Ohio	33213
6/14/14 19:00	Chicago, Illinois	Illinois	2718782
6/14/14 19:23	New britain, Connecticut	Connecticut	72939
6/14/14 21:40	Holts Summit, Missouri	Missouri	3420
6/14/14 21:45	Chandler, Arizona	Arizona	249146
6/15/13 00:10	Las Vegas, Nevada	Nevada	603488
6/15/13 02:22	Garden Grove, California	California	175140
6/15/13 20:50	Garden Plain, Kansas	Kansas	866
6/15/14 01:00	Detroit, Michigan	Michigan	688701
6/15/14 23:00	Newton, New Jersey	New Jersey	7942
6/16/13 19:00	Bourbonnais, Illinois	Illinois	18583
6/16/13 22:30	Hermiston, Oregon	Oregon	17107
6/17/13 18:00	Phoenix, Arizona	Arizona	1513367
6/17/14 00:43	Brazil, Indiana	Indiana	8171
6/17/14 13:02	Biloxi, Mississippi	Mississippi	44820
6/18/13 00:34	Weymouth, Massachusetts	Massachusetts	55419
6/18/13 22:15	Tucson, Arizona	Arizona	526116
6/18/14 20:00	Oak Island, North Carolina	North Carolina	7216
6/18/14 22:00	Bloomsbury, New Jersey	New Jersey	859
6/18/14 22:30	Lake Forest, California	California	79312
6/18/14 22:35	Virginia Beach, Virginia	Virginia	448479
5/26/13 22:20	Elyria, Ohio	Ohio	53956
5/26/14 15:00	Reno, Nevada	Nevada	233294
5/27/13 19:00	Cumming, Georgia	Georgia	5613
5/27/14 18:51	Colorado Springs, Colorado	Colorado	439886
5/27/14 21:30	Pawleys Island, South Carolina	South Carolina	105
5/29/14 04:00	Albuquerque, New Mexico	New Mexico	556495
5/29/14 23:45	Wichita, Kansas	Kansas	386552
5/3/13 19:20	Taunton, Massachusetts	Massachusetts	56069
5/3/13 21:00	Simpsonville, Kentucky	Kentucky	2615
5/3/13 21:23	Fredericksburg, Virginia	Virginia	28132
5/3/13 22:30	Mission Viejo, California	California	96346
5/3/14 08:15	Umatilla, Oregon	Oregon	7002
5/3/14 20:45	York, South Carolina	South Carolina	7950
5/30/13 23:00	Portland, Oregon	Oregon	609456
5/30/14 22:00	Buhl, Idaho	Idaho	4214
5/31/13 22:00	Waconia, Minnesota	Minnesota	11490
5/31/14 20:30	Barberton, Ohio	Ohio	26337
5/4/13 02:00	Idaho Falls, Idaho	Idaho	58292
5/4/13 21:10	Aurora, Oregon	Oregon	939
5/4/13 22:00	Montgomery, Texas	Texas	676
5/4/14 00:00	Irving, Texas	Texas	228653
5/4/14 22:15	Wyoming, Michigan	Michigan	74100
5/5/14 02:31	Kuna, Idaho	Idaho	16532
5/5/14 09:40	Vallejo, California	California	118837
5/5/14 16:00	Anchorage, Alaska	Alaska	300950
5/5/14 22:30	Collegeville, Pennsylvania	Pennsylvania	5317
5/5/14 23:00	Lakeport, California	California	4762
5/6/13 05:30	Orlando, Florida	Florida	255483
5/6/13 16:50	Gardner, Massachusetts	Massachusetts	20354
5/6/13 23:00	Cresco, Iowa	Iowa	3879
5/6/14 23:00	Liberty, South Carolina	South Carolina	3257
5/7/13 22:00	Country Club Hills, Illinois	Illinois	16886
5/7/14 15:00	San Jose, California	California	998537
5/7/14 17:30	Lakeville, Minnesota	Minnesota	58562
5/7/14 22:00	Greeley, Colorado	Colorado	96539
5/7/14 23:30	West Palm Beach, Florida	Florida	102436
5/9/13 21:05	St. Charles, Missouri	Missouri	67569
5/9/14 05:15	Cary, North Carolina	North Carolina	151088
6/1/13 21:48	Eastpointe, Michigan	Michigan	32627
6/10/14 00:50	Murrieta, California	California	107479
6/11/13 02:15	Des Moines, Iowa	Iowa	207510
6/12/14 21:30	Wichita, Kansas	Kansas	386552
6/13/13 23:30	Fort Wayne, Indiana	Indiana	256496
6/13/14 01:15	North Myrtle Beach, South Carolina	South Carolina	14827
6/13/14 13:00	Hanover Park, Illinois	Illinois	38510
6/13/14 21:10	Lansdale, Pennsylvania	Pennsylvania	16408
6/13/14 23:10	Onalaska, Wisconsin	Wisconsin	18312
6/14/14 00:00	Johnsburg, Illinois	Illinois	6303
6/14/14 01:20	Hobart, Indiana	Indiana	28519
6/14/14 10:30	Merriam Woods, Missouri	Missouri	1742
6/14/14 20:00	Flagler Beach, Florida	Florida	4655
6/14/14 20:37	Lake Lure, North Carolina	North Carolina	1193
6/14/14 22:42	Auburn, Washington	Washington	74860
6/14/14 23:17	New Bedford, Massachusetts	Massachusetts	95078
6/15/13 05:45	Gaffney, South Carolina	South Carolina	12657
6/15/13 15:15	Hiram, Ohio	Ohio	1306
6/15/13 16:00	Kingsport, Tennessee	Tennessee	52962
6/15/13 21:25	Suffolk, Virginia	Virginia	85728
6/15/13 23:30	Issaquah, Washington	Washington	33566
6/15/14 15:04	La Puente, California	California	40435
6/15/14 21:00	Clearwater, Florida	Florida	109703
6/15/14 22:15	Kaysville, Utah	Utah	28876
6/16/13 00:05	Erie, Pennsylvania	Pennsylvania	100671
6/16/13 00:23	Ann Arbor, Michigan	Michigan	117025
6/16/13 12:00	Tomball, Texas	Texas	11124
6/16/13 16:00	Arlington Heights, Illinois	Illinois	75994
6/17/13 22:00	Lincoln, Nebraska	Nebraska	268738
6/17/14 21:30	Carolina Beach, North Carolina	North Carolina	5986
6/18/13 00:00	Muskegon, Michigan	Michigan	37213
4/20/14 22:00	Kenner, Louisiana	Louisiana	66975
4/21/13 20:30	Barnstable, Massachusetts	Massachusetts	44641
4/21/13 22:00	Hector, Minnesota	Minnesota	1102
4/21/14 01:00	Indio, California	California	83539
4/22/13 21:00	Elk Grove, California	California	161007
4/22/14 20:00	Jupiter, Florida	Florida	58298
4/22/14 21:00	Walla Walla, Washington	Washington	31825
4/23/13 00:00	Exeter, Nebraska	Nebraska	570
4/23/13 03:15	Ypsilanti, Michigan	Michigan	19809
4/24/13 20:20	Monroe, Washington	Washington	17724
4/24/13 20:30	Macungie, Pennsylvania	Pennsylvania	3102
4/24/13 21:00	Glendale, Arizona	Arizona	234632
4/24/13 21:15	Medford, Oregon	Oregon	77677
4/24/14 20:00	Phoenix, Arizona	Arizona	1513367
4/24/14 21:00	Albuquerque, New Mexico	New Mexico	556495
4/24/14 21:39	Huntington Beach, California	California	197575
4/24/14 22:26	Walnut, California	California	30065
4/24/14 23:30	Gardner, Kansas	Kansas	20473
4/25/13 23:50	Englewood, Colorado	Colorado	31516
4/26/13 21:00	Beverly, Massachusetts	Massachusetts	40664
4/26/13 21:30	Myrtle Beach, South Carolina	South Carolina	29175
4/26/13 23:27	Lacey, Washington	Washington	44919
4/26/14 16:57	San Antonio, Texas	Texas	1409019
4/27/13 23:15	Apopka, Florida	Florida	45587
4/27/14 01:50	Slidell, Louisiana	Louisiana	27526
4/28/13 21:00	Chattanooga, Tennessee	Tennessee	173366
4/28/14 23:00	Texarkana, Texas	Texas	37442
4/3/13 12:30	Northampton, Massachusetts	Massachusetts	28495
4/3/14 21:00	Clovis, New Mexico	New Mexico	39508
4/3/14 21:00	Revere, Massachusetts	Massachusetts	53756
4/30/13 02:19	Batavia, Illinois	Illinois	26394
4/30/13 09:30	Cambridge, Minnesota	Minnesota	8222
4/30/13 23:10	Carteret, New Jersey	New Jersey	23994
4/30/14 21:00	Port St. Lucie, Florida	Florida	171016
4/4/14 21:00	Lakeland, Florida	Florida	100710
4/5/13 08:30	Las Vegas, Nevada	Nevada	603488
4/5/13 21:00	Pittsburgh, Pennsylvania	Pennsylvania	305841
4/5/14 11:00	Oxford, Maryland	Maryland	634
4/5/14 17:40	Encinitas, California	California	61588
4/5/14 22:00	Everglades, Florida	Florida	402
4/6/13 10:35	Albuquerque, New Mexico	New Mexico	556495
4/7/14 12:54	Pleasanton, California	California	74110
4/8/13 17:00	Port Clinton, Ohio	Ohio	6033
4/8/13 20:32	Columbia, Tennessee	Tennessee	35558
4/8/14 01:00	Aurora, Colorado	Colorado	345803
4/8/14 14:50	Tucson, Arizona	Arizona	526116
4/8/14 21:45	Garner, North Carolina	North Carolina	26772
4/9/14 04:00	Pittsburgh, Pennsylvania	Pennsylvania	305841
5/1/13 22:00	Toledo, Ohio	Ohio	282313
5/1/14 19:15	Mesa, Arizona	Arizona	457587
5/1/14 20:00	Cullman, Alabama	Alabama	15030
5/1/14 20:30	Huntsville, Alabama	Alabama	186254
5/1/14 23:30	Duluth, Georgia	Georgia	28404
5/10/14 20:00	caseville, Michigan	Michigan	755
5/10/14 23:00	West Chicago, Illinois	Illinois	27554
5/11/13 11:16	Frisco, Colorado	Colorado	2821
5/11/13 22:30	Irvine, California	California	236716
5/12/13 00:10	Spokane, Washington	Washington	210721
5/13/13 21:34	Oxnard, California	California	203007
5/13/13 22:00	California, Missouri	Missouri	4350
5/13/14 16:00	Riverdale, Utah	Utah	8560
5/13/14 22:30	Myrtle Beach, South Carolina	South Carolina	29175
5/13/14 22:58	Altoona, Iowa	Iowa	15653
5/14/13 21:14	Tulsa, Oklahoma	Oklahoma	398121
5/15/13 22:00	Greenwood, Arkansas	Arkansas	9302
5/15/14 22:06	Goodyear, Arizona	Arizona	72864
5/16/13 21:30	Clermont, Florida	Florida	30033
5/17/14 01:45	Oakdale, Minnesota	Minnesota	27780
5/17/14 09:15	Patterson, Louisiana	Louisiana	6112
7/24/13 23:00	Lakewood, Washington	Washington	59097
7/24/14 04:40	Hudson Falls, New York	New York	7305
7/24/14 21:00	Osage Beach, Missouri	Missouri	4372
7/25/14 21:15	Corpus Christi, Texas	Texas	316381
7/25/14 22:00	Lima, Ohio	Ohio	38355
7/25/14 22:15	Thompson, North Dakota	North Dakota	1018
7/25/14 22:30	Woburn, Massachusetts	Massachusetts	39083
7/25/14 22:38	Green Bay, Wisconsin	Wisconsin	104779
7/25/14 23:00	Grand Forks, North Dakota	North Dakota	54932
7/26/13 03:00	Frankfort, Kentucky	Kentucky	27453
7/26/14 00:15	North Fairfield, Ohio	Ohio	549
7/26/14 21:00	Pomona, California	California	151348
7/26/14 21:30	Northport, New York	New York	7405
7/26/14 22:55	Nampa, Idaho	Idaho	86518
7/27/13 21:00	Pawtucket, Rhode Island	Rhode Island	71172
7/27/13 22:08	Marietta, Georgia	Georgia	59089
7/27/13 23:00	Rogers, Arkansas	Arkansas	60112
7/27/13 23:30	Florence, Kentucky	Kentucky	31423
7/27/14 13:00	Port Townsend, Washington	Washington	9210
7/28/13 22:35	Cedar Rapids, Iowa	Iowa	128429
7/28/14 08:15	Shelton, Washington	Washington	9750
7/29/13 00:30	Wildwood, New Jersey	New Jersey	5228
7/29/14 20:45	Boise, Idaho	Idaho	214237
7/29/14 22:35	Salina, Utah	Utah	2503
7/3/13 10:00	Anoka, Minnesota	Minnesota	17268
7/3/13 21:00	Kerman, California	California	14349
7/3/13 22:10	Myrtle Beach, South Carolina	South Carolina	29175
7/3/13 22:15	North Platte, Nebraska	Nebraska	24534
7/3/13 22:35	Mundelein, Illinois	Illinois	31395
7/3/14 02:00	West Carrollton, Ohio	Ohio	13054
7/3/14 04:45	Bryan, Texas	Texas	78709
7/3/14 22:00	Brooksville, Florida	Florida	7711
7/3/14 22:40	Lebanon, Ohio	Ohio	20476
7/3/14 23:40	Muncie, Indiana	Indiana	70316
7/30/14 21:15	Worcester, Massachusetts	Massachusetts	182544
7/30/14 23:15	South Daytona, Florida	Florida	12279
7/31/14 22:45	Loveland, Colorado	Colorado	71334
7/31/14 22:50	Newport News, Virginia	Virginia	182020
7/4/13 00:00	Lewiston, Idaho	Idaho	32401
7/4/13 20:40	Washington, New Jersey	New Jersey	6460
7/4/13 20:45	Washington, New Jersey	New Jersey	6460
7/4/13 21:00	Irmo, South Carolina	South Carolina	11742
7/4/13 21:00	Portland, Oregon	Oregon	609456
7/4/13 21:00	St. Charles, Missouri	Missouri	67569
7/4/13 21:15	Sebastian, Florida	Florida	22699
7/4/13 21:45	Crestline, Ohio	Ohio	4501
7/4/13 21:50	Peru, Indiana	Indiana	11155
7/4/13 22:00	Richmond, Kentucky	Kentucky	32550
7/4/13 22:10	Scotts Valley, California	California	11755
7/4/13 23:15	Decorah, Iowa	Iowa	8089
7/4/13 23:30	Bellingham, Washington	Washington	82631
7/4/14 00:00	Salina, Kansas	Kansas	47846
7/4/14 11:30	Cincinnati, Ohio	Ohio	297517
7/4/14 19:00	Clermont, Florida	Florida	30033
7/4/14 20:34	Bethel Park, Pennsylvania	Pennsylvania	32391
7/4/14 21:25	Orlando, Florida	Florida	255483
7/4/14 21:30	Bluffton, South Carolina	South Carolina	13606
7/4/14 21:30	Des Moines, Iowa	Iowa	207510
7/4/14 21:30	Tucson, Arizona	Arizona	526116
7/4/14 21:45	Marietta, Georgia	Georgia	59089
7/4/14 21:45	North Canton, Ohio	Ohio	17496
7/4/14 21:50	Stockbridge, Georgia	Georgia	27265
7/4/14 22:00	Arvada, Colorado	Colorado	111707
7/4/14 22:00	Brookport, Illinois	Illinois	951
7/4/14 22:00	Delray Beach, Florida	Florida	64072
7/4/14 22:00	Emmaus, Pennsylvania	Pennsylvania	11296
7/4/14 22:00	Johnstown, Pennsylvania	Pennsylvania	20402
7/4/14 22:00	Lohman, Missouri	Missouri	163
7/4/14 22:00	Osceola, Indiana	Indiana	2460
7/4/14 22:00	Winston-Salem, North Carolina	North Carolina	236441
7/4/14 22:15	Seattle, Washington	Washington	652405
6/18/14 23:00	Hustonville, Kentucky	Kentucky	400
6/18/14 23:05	Mission Viejo, California	California	96346
6/19/13 21:30	Safford, Arizona	Arizona	9602
6/19/13 22:15	Long Beach, California	California	469428
6/19/13 23:06	Lafayette, Indiana	Indiana	70373
6/19/14 18:17	Wilsonville, Oregon	Oregon	21484
6/19/14 23:00	Austin, Texas	Texas	885400
6/2/13 23:30	Westland, Michigan	Michigan	82578
6/2/14 22:23	Canton, Ohio	Ohio	72535
6/20/14 00:00	Ypsilanti, Michigan	Michigan	19809
6/20/14 21:40	Gloucester, Massachusetts	Massachusetts	29393
6/20/14 21:40	Pico Rivera, California	California	63771
6/20/14 22:30	La Puente, California	California	40435
6/20/14 23:00	Oak Island, North Carolina	North Carolina	7216
6/20/14 23:00	St. Augustine, Florida	Florida	13679
6/21/13 22:42	Centerville, Georgia	Georgia	7568
6/21/13 22:50	Parkersburg, West Virginia	West Virginia	31186
6/21/13 23:15	Barrington, Illinois	Illinois	10361
6/21/14 01:15	Laurel, Montana	Montana	7036
6/21/14 22:00	Dallas, Texas	Texas	1257676
6/21/14 22:30	Lawrenceville, Georgia	Georgia	29868
6/21/14 23:15	Lowell, Massachusetts	Massachusetts	108861
6/22/13 01:25	Waxhaw, North Carolina	North Carolina	11295
6/22/13 21:30	Nolensville, Tennessee	Tennessee	6213
6/22/13 21:33	New York, New York	New York	8405837
6/22/13 22:00	Versailles, Kentucky	Kentucky	8949
6/22/13 22:20	Independence, Ohio	Ohio	7142
6/22/14 20:30	Fillmore, California	California	15255
6/22/14 20:35	Deltona, Florida	Florida	86290
6/22/14 21:30	Deming, New Mexico	New Mexico	14609
6/23/13 00:00	Indianapolis, Indiana	Indiana	843393
6/23/13 19:00	Anderson, South Carolina	South Carolina	26985
6/23/14 22:45	Leland, North Carolina	North Carolina	16022
6/24/13 02:30	Morgan, Minnesota	Minnesota	870
6/24/14 06:13	Cartersville, Georgia	Georgia	20001
6/24/14 22:45	Myrtle Beach, South Carolina	South Carolina	29175
6/25/13 16:20	Kannapolis, North Carolina	North Carolina	44359
6/25/13 21:11	Las Vegas, Nevada	Nevada	603488
6/25/13 23:20	Ogdensburg, New York	New York	11011
6/25/14 22:00	Sunrise, Florida	Florida	90116
6/25/14 22:30	North Myrtle Beach, South Carolina	South Carolina	14827
6/26/13 20:00	Portage, Indiana	Indiana	36812
6/26/13 21:15	Rock Hill, South Carolina	South Carolina	69103
6/26/14 10:45	San Clemente, California	California	65040
6/26/14 21:20	Sacramento, California	California	479686
6/26/14 22:00	Myrtle Creek, Oregon	Oregon	3425
6/27/13 21:30	Buckeye, Arizona	Arizona	56683
6/27/13 22:50	Springdale, Arkansas	Arkansas	75229
6/27/14 00:00	North Kingsville, Ohio	Ohio	2880
6/28/13 22:30	Littleton, Colorado	Colorado	44275
6/28/13 23:15	Schaumburg, Illinois	Illinois	74907
6/28/14 11:00	Albuquerque, New Mexico	New Mexico	556495
6/28/14 21:45	Red Hook, New York	New York	1967
6/28/14 22:09	Miami, Florida	Florida	417650
6/28/14 22:45	Weirton, West Virginia	West Virginia	19525
6/29/13 18:50	Chattanooga, Tennessee	Tennessee	173366
6/29/13 22:30	Indianapolis, Indiana	Indiana	843393
6/3/13 22:00	Cumming, Georgia	Georgia	5613
6/30/13 14:00	Huntsville, Alabama	Alabama	186254
6/30/13 23:00	Bozeman, Montana	Montana	39860
6/4/13 11:30	Hattiesburg, Mississippi	Mississippi	47556
6/4/13 23:30	Kirkland, Washington	Washington	84430
6/4/13 23:30	St. Charles, Missouri	Missouri	67569
6/4/14 00:15	Starkville, Mississippi	Mississippi	24775
6/5/13 01:20	Angoon, Alaska	Alaska	457
6/5/13 21:30	Salina, Kansas	Kansas	47846
6/5/14 17:00	Fort Lauderdale, Florida	Florida	172389
5/17/14 21:00	De Soto, Missouri	Missouri	6474
5/17/14 22:00	Patchogue, New York	New York	12253
5/17/14 22:48	Warrenton, Missouri	Missouri	8039
5/18/13 01:00	Luray, Virginia	Virginia	4860
5/18/13 12:32	Murrysville, Pennsylvania	Pennsylvania	20253
5/18/13 12:35	Dallas, Texas	Texas	1257676
5/18/13 23:30	Shawano, Wisconsin	Wisconsin	9189
5/18/14 20:32	Glen Ellyn, Illinois	Illinois	27761
5/18/14 23:00	Round Rock, Texas	Texas	109821
5/18/14 23:45	Waynesburg, Pennsylvania	Pennsylvania	4117
5/19/13 21:05	Carol Stream, Illinois	Illinois	40379
5/19/14 10:34	Salida, Colorado	Colorado	5409
5/19/14 23:20	Santa Paula, California	California	30091
5/2/13 02:15	Fort Dodge, Iowa	Iowa	24639
5/2/14 05:40	Mission, Texas	Texas	81050
5/2/14 10:30	Colorado Springs, Colorado	Colorado	439886
5/20/13 21:45	Athens, Alabama	Alabama	24000
5/20/14 22:40	Atlanta, Illinois	Illinois	1677
5/21/13 21:18	Germantown, Wisconsin	Wisconsin	19788
5/21/13 21:45	Olympia, Washington	Washington	48338
5/21/13 22:40	Virginia Beach, Virginia	Virginia	448479
5/21/14 20:00	Erie, Pennsylvania	Pennsylvania	100671
5/22/13 22:40	Grapevine, Texas	Texas	50195
5/22/13 22:50	Goshen, New York	New York	5392
5/22/14 03:23	Coeur d'Alene, Idaho	Idaho	46402
5/23/14 19:37	Youngsville, Louisiana	Louisiana	9944
5/23/14 21:00	Phoenix, Arizona	Arizona	1513367
5/24/13 02:00	Palm Desert, California	California	50508
5/24/13 08:40	Orlando, Florida	Florida	255483
5/24/14 02:45	Clayton, North Carolina	North Carolina	17694
5/24/14 21:00	Albany, Georgia	Georgia	76185
5/24/14 22:00	Yorkville, Illinois	Illinois	17742
5/24/14 22:15	Murfreesboro, Tennessee	Tennessee	117044
5/24/14 22:20	Ann Arbor, Michigan	Michigan	117025
5/25/13 00:00	Plainfield, Illinois	Illinois	41734
5/25/13 19:55	Hazelwood, Missouri	Missouri	25668
5/25/13 22:45	Raleigh, North Carolina	North Carolina	431746
5/25/14 22:30	Fairhope, Alabama	Alabama	17386
5/25/14 22:50	Phoenix, New York	New York	2357
5/26/13 15:00	Sacramento, California	California	479686
5/26/13 22:00	Wedowee, Alabama	Alabama	811
